#i j Xij(1) Xij(2)
5	5	-1.656	-2.223
5	6	-0.823	-0.781
5	7	-0.256	-0.738
5	8	-0.483	-0.096
5	9	-0.801	-0.536
5	10	-0.765	-0.702
5	11	-1.423	-1.843
5	12	-0.600	-0.686
5	13	-1.760	-0.851
5	14	-0.596	-0.018
5	15	-1.583	-1.234
5	16	-1.333	-1.814
5	17	0.903	-0.055
5	18	0.221	0.926
5	19	-1.727	-1.149
5	20	-1.212	-0.820
6	1	0.628	1.473
6	2	-0.210	0.831
6	3	1.767	0.546
6	4	2.252	-0.016
6	5	1.331	1.413
6	6	-0.534	0.596
6	7	-1.514	-1.854
6	8	1.020	0.593
6	9	0.444	0.718
6	10	0.809	1.081
6	11	0.480	1.697
6	12	-1.145	-1.290
6	13	1.488	1.332
6	14	0.532	1.222
6	15	-0.211	0.540
6	16	-0.213	0.563
6	17	0.700	1.417
6	18	-0.318	1.073
6	19	0.416	-0.271
6	20	0.475	1.540
7	1	-0.098	0.134
7	2	2.731	2.092
7	3	1.831	0.673
7	4	-1.058	-0.724
7	5	0.196	-0.251
7	6	1.883	1.680
7	7	0.915	0.766
7	8	-0.064	0.622
7	9	0.599	0.956
7	10	0.328	1.476
7	11	1.432	1.173
7	12	0.815	1.585
7	13	1.813	1.094
7	14	0.934	1.862
7	15	0.731	0.112
7	16	2.698	1.891
7	17	1.517	1.288
7	18	-0.436	1.024
7	19	2.016	1.251
7	20	0.531	1.912
8	1	0.385	1.515
8	2	1.832	1.708
8	3	0.350	0.448
8	4	-0.534	-0.590
8	5	0.987	1.691
8	6	1.905	1.115
8	7	2.044	0.804
8	8	0.257	0.425
8	9	1.913	0.963
8	10	1.005	1.790
8	11	2.155	0.738
8	12	-0.717	0.655
8	13	1.240	1.415
8	14	0.904	0.987
8	15	0.644	1.457
8	16	0.311	1.232
8	17	1.090	1.071
8	18	0.490	0.537
8	19	0.464	0.396
8	20	-0.440	0.404
9	1	0.317	0.599
9	2	-1.512	-1.483
9	3	2.253	1.140
9	4	1.298	0.767
9	5	0.365	0.946
9	6	1.074	1.699
9	7	0.874	1.647
9	8	0.743	0.495
9	9	0.716	1.309
9	10	1.677	2.278
9	11	1.302	1.047
9	12	1.840	0.670
9	13	2.557	1.430
9	14	0.485	1.303
9	15	0.417	1.028
9	16	1.299	0.636
9	17	0.320	1.361
9	18	-0.505	0.809
9	19	-0.716	0.118
9	20	1.764	0.774
10	1	0.886	0.556
10	2	1.011	1.212
10	3	1.114	1.082
10	4	-0.077	0.362
10	5	2.052	1.399
10	6	-0.392	-0.942
10	7	0.846	1.435
10	8	1.860	1.226
10	9	0.485	0.576
10	10	1.625	1.602
10	11	2.123	1.615
10	12	1.736	1.802
10	13	2.182	1.880
10	14	1.040	1.446
10	15	0.797	1.464
10	16	1.508	1.515
10	17	1.413	0.956
10	18	-0.261	0.488
10	19	2.655	0.794
10	20	2.404	1.603
11	1	1.223	0.906
11	2	-1.076	-0.568
11	3	-1.247	-1.700
11	4	-0.943	-3.350
11	5	-1.369	-1.248
11	6	0.805	1.492
11	7	-1.025	-0.535
11	8	-1.025	-0.811
11	9	2.824	1.692
11	10	-0.628	0.254
11	11	-0.680	0.102
11	12	-0.899	-0.888
11	13	-0.090	-0.335
11	14	-1.153	-2.056
11	15	-0.906	0.589
11	16	-1.356	-1.408
11	17	-2.144	-2.256
11	18	-0.731	-1.422
11	19	-1.554	-0.996
11	20	0.873	-0.017
12	1	-1.726	-1.457
12	2	-0.801	-1.487
12	3	-0.900	-0.676
12	4	-0.549	-0.801
12	5	-2.208	-2.131
12	6	-0.722	0.887
12	7	0.316	0.802
12	8	-1.184	-1.174
12	9	-1.294	-0.485
12	10	0.897	1.042
12	11	-0.057	0.700
12	12	-1.673	-2.627
12	13	-0.453	0.104
12	14	-1.967	0.724
12	15	-1.228	-0.739
12	16	1.181	0.867
12	17	-0.077	-0.078
12	18	-1.136	-0.145
12	19	-1.452	-1.159
12	20	-0.867	-0.003
13	1	0.473	1.032
13	2	-1.149	-1.386
13	3	-0.519	-0.996
13	4	-1.689	-1.030
13	5	-2.116	-3.295
13	6	1.142	1.096
13	7	-0.406	-0.732
13	8	-1.319	-0.805
13	9	-1.805	-1.108
13	10	-1.430	-1.093
13	11	-1.203	-0.852
13	12	0.557	0.468
13	13	-0.467	-0.350
13	14	-1.272	-1.706
13	15	-1.547	-1.951
13	16	-0.141	-0.031
13	17	-1.221	-1.262
13	18	-0.997	-0.241
13	19	-0.525	-0.267
13	20	-1.846	-0.852
14	1	0.573	1.606
14	2	0.949	1.158
14	3	0.950	0.372
14	4	-0.632	-0.288
14	5	0.517	0.618
14	6	-0.792	0.300
14	7	1.523	1.123
14	8	-0.617	-0.871
14	9	-0.455	1.150
14	10	0.177	0.946
14	11	1.815	1.801
14	12	1.567	0.571
14	13	-0.050	1.035
14	14	2.458	0.396
14	15	1.679	2.544
14	16	1.638	0.780
14	17	1.085	-0.005
14	18	0.602	1.271
14	19	0.520	0.838
14	20	0.968	1.592
15	1	0.725	0.593
15	2	0.762	1.427
15	3	0.440	0.277
15	4	2.114	1.402
15	5	0.362	1.106
15	6	1.683	1.319
15	7	-0.187	1.080
15	8	0.255	1.266
15	9	0.583	0.744
15	10	2.302	1.591
15	11	-1.093	-0.590
15	12	0.358	0.688
15	13	-0.402	1.448
15	14	-0.505	0.675
15	15	0.142	1.181
15	16	-0.370	-1.204
15	17	1.638	0.859
15	18	-0.995	-1.496
15	19	-0.672	-1.435
15	20	2.149	1.668
16	1	-0.170	-0.714
16	2	1.740	0.555
16	3	-1.157	-0.149
16	4	-0.444	1.656
16	5	-1.757	-2.124
16	6	-1.640	-0.880
16	7	-1.565	-2.378
16	8	-1.144	-2.218
16	9	-1.332	0.566
16	10	-0.086	-0.159
16	11	-1.232	-0.174
16	12	-1.571	-2.116
16	13	-1.013	-0.964
16	14	-0.561	-0.247
16	15	0.424	0.388
16	16	-1.303	0.208
16	17	-1.463	-1.419
16	18	-1.473	-1.400
16	19	0.126	0.746
16	20	-1.373	-0.308
17	1	-1.491	-1.873
17	2	-1.517	-1.528
17	3	-1.034	-1.423
17	4	-0.050	0.631
17	5	-1.751	-1.859
17	6	-1.412	-2.620
17	7	-1.457	-1.817
17	8	-1.360	-1.796
17	9	-1.829	-0.932
17	10	-1.375	-0.263
17	11	-1.200	-0.516
17	12	-1.579	-1.882
17	13	-2.221	-2.028
17	14	0.177	0.517
17	15	-0.026	0.050
17	16	-1.277	-1.589
17	17	-0.028	0.590
17	18	1.339	1.907
17	19	-1.186	-2.240
17	20	-0.276	-0.796
18	1	2.610	1.938
18	2	0.231	0.503
18	3	2.025	1.198
18	4	1.345	2.075
18	5	-1.041	-0.351
18	6	1.498	0.643
18	7	0.300	1.630
18	8	0.922	2.148
18	9	-0.720	0.096
18	10	1.161	0.065
18	11	0.710	1.236
18	12	1.482	1.754
18	13	1.320	0.768
18	14	0.387	0.948
18	15	0.029	1.267
18	16	1.372	1.340
18	17	0.613	0.798
18	18	0.588	1.863
18	19	0.066	0.718
18	20	0.712	0.859
19	1	1.504	0.691
19	2	-0.578	0.993
19	3	1.138	1.312
19	4	0.482	1.175
19	5	2.280	0.876
19	6	0.952	0.930
19	7	1.784	0.999
19	8	-0.378	1.339
19	9	1.773	1.544
19	10	2.106	1.412
19	11	1.581	2.059
19	12	0.313	-0.877
19	13	1.766	1.451
19	14	0.133	1.401
19	15	1.557	1.294
19	16	0.745	0.729
19	17	2.622	0.956
19	18	1.729	1.471
19	19	0.388	0.150
19	20	0.395	1.335
20	1	1.245	0.719
20	2	1.875	1.164
20	3	-0.414	0.881
20	4	0.449	-0.437
20	5	0.140	1.216
20	6	0.337	0.172
20	7	0.615	1.084
20	8	2.374	1.646
20	9	1.759	1.211
20	10	-2.189	-2.729
20	11	1.403	1.553
20	12	1.562	0.634
20	13	1.383	0.603
20	14	-0.108	0.823
20	15	0.965	0.858
20	16	0.335	0.233
20	17	1.570	1.740
20	18	0.656	0.786
20	19	2.095	1.218
20	20	0.121	1.461
21	1	-2.117	-1.860
21	2	-0.151	-0.207
21	3	-1.223	-0.679
21	4	2.183	0.861
21	5	-1.344	-1.733
21	6	-1.428	-1.878
21	7	-0.647	-0.555
21	8	-1.183	-1.435
21	9	-2.447	-2.718
21	10	-2.538	-2.814
21	11	-0.267	-1.388
21	12	-0.482	-0.622
21	13	-0.589	-0.096
21	14	-1.579	-2.151
21	15	0.768	1.320
21	16	-1.015	-0.637
21	17	-1.096	-0.395
21	18	-0.350	-0.477
21	19	-1.270	-1.415
21	20	-0.088	0.014
22	1	-1.330	-1.197
22	2	-0.251	1.059
22	3	0.963	0.533
22	4	2.156	0.179
22	5	0.474	0.650
22	6	0.728	1.192
22	7	1.491	0.775
22	8	1.665	1.348
22	9	1.112	1.111
22	10	1.117	1.748
22	11	0.946	1.123
22	12	1.125	0.322
22	13	1.429	0.433
22	14	1.538	1.181
22	15	0.788	0.977
22	16	0.662	0.363
22	17	2.211	1.220
22	18	1.572	1.830
22	19	0.819	1.313
22	20	2.091	1.612
23	1	1.328	0.059
23	2	-0.253	0.630
23	3	1.622	0.915
23	4	1.459	0.501
23	5	0.659	1.407
23	6	-0.824	-1.023
23	7	0.934	1.499
23	8	-0.124	1.555
23	9	-1.125	-1.285
23	10	-0.812	0.423
23	11	0.277	1.525
23	12	0.486	0.723
23	13	1.097	1.433
23	14	-0.132	1.094
23	15	2.736	3.031
23	16	0.335	1.617
23	17	0.481	0.575
23	18	-0.922	-1.130
23	19	-0.033	0.403
23	20	-0.047	0.642
24	1	-0.302	0.994
24	2	-1.451	-1.536
24	3	-0.235	0.010
24	4	-1.148	-1.385
24	5	-0.688	-0.790
24	6	-1.543	-0.796
24	7	-1.246	-1.885
24	8	-1.419	-1.068
24	9	-0.893	-0.547
24	10	-1.063	-0.412
24	11	-1.460	-1.945
24	12	-0.568	0.669
24	13	-1.191	-1.417
24	14	-0.273	0.426
24	15	-1.272	-2.131
24	16	0.639	0.822
24	17	1.592	1.268
24	18	1.752	0.766
24	19	-1.884	-1.501
24	20	-0.628	-0.872
25	1	-0.873	-0.585
25	2	0.152	1.247
25	3	0.965	1.075
25	4	0.685	0.520
25	5	0.092	0.453
25	6	-0.281	1.242
25	7	0.514	0.313
25	8	1.887	-0.150
25	9	2.024	2.278
25	10	1.319	1.058
25	11	-1.326	-1.570
25	12	1.599	0.195
25	13	1.533	0.877
25	14	2.597	1.451
25	15	-0.808	-1.180
25	16	2.427	0.966
25	17	3.090	1.039
25	18	1.188	0.988
25	19	1.442	1.582
25	20	0.991	0.895
26	1	-0.492	-1.016
26	2	-0.346	-0.149
26	3	-1.258	-1.696
26	4	0.664	0.115
26	5	-0.770	-0.425
26	6	-0.573	-0.764
26	7	2.717	0.698
26	8	-1.315	0.775
26	9	-0.632	-0.596
26	10	-0.420	-0.638
26	11	-1.741	-2.162
26	12	-0.879	0.223
26	13	0.844	0.903
26	14	-0.644	-0.193
26	15	0.052	0.132
26	16	-1.606	-1.841
26	17	-1.278	-1.433
26	18	0.519	0.506
26	19	-1.132	-2.419
26	20	0.061	-0.626
27	1	-0.880	-0.608
27	2	-0.104	0.209
27	3	-0.304	0.330
27	4	-0.266	-0.915
27	5	-0.586	0.296
27	6	-0.701	-0.893
27	7	-1.455	-2.094
27	8	-0.747	-0.180
27	9	-1.546	-1.986
27	10	-0.986	-1.269
27	11	0.371	1.277
27	12	-0.949	0.588
27	13	-0.478	-1.063
27	14	-0.860	-1.850
27	15	-1.382	-1.101
27	16	-0.439	-1.380
27	17	-0.738	0.488
27	18	-1.037	0.035
27	19	-1.801	-2.948
27	20	-0.883	-1.312
28	1	-1.557	-1.667
28	2	-0.635	-1.203
28	3	-1.380	-2.095
28	4	-1.280	-3.374
28	5	-0.904	-0.662
28	6	-0.971	-0.517
28	7	-0.995	-0.317
28	8	-1.497	-1.981
28	9	-0.666	-0.906
28	10	0.939	-0.703
28	11	-1.417	-2.091
28	12	-0.875	-0.780
28	13	-0.483	-1.610
28	14	-0.978	-0.968
28	15	-0.434	-1.160
28	16	0.709	1.391
28	17	-1.199	-0.639
28	18	2.929	2.054
28	19	-2.103	-2.370
28	20	0.130	0.445
29	1	0.251	0.135
29	2	0.940	0.682
29	3	0.896	0.759
29	4	2.363	2.292
29	5	0.408	1.248
29	6	-0.867	0.748
29	7	1.132	1.015
29	8	3.357	1.514
29	9	1.594	0.901
29	10	0.649	1.400
29	11	1.845	0.504
29	12	1.412	1.303
29	13	1.260	0.992
29	14	0.597	1.616
29	15	1.203	1.656
29	16	1.434	1.123
29	17	1.214	0.894
29	18	1.507	1.715
29	19	-0.893	-1.775
29	20	1.255	0.756
30	1	-1.857	-2.568
30	2	-0.941	-1.650
30	3	-0.694	-0.028
30	4	-1.019	-2.401
30	5	-1.362	0.044
30	6	0.660	0.966
30	7	-1.132	-0.621
30	8	-1.804	-3.099
30	9	-1.259	-1.850
30	10	-0.331	-0.146
30	11	-2.460	-1.629
30	12	-2.219	-3.086
30	13	-0.010	1.385
30	14	0.279	1.024
30	15	-0.899	-2.380
30	16	-1.099	0.044
30	17	-1.125	-1.059
30	18	-1.545	-1.876
30	19	1.560	-0.080
30	20	-1.011	-0.538
31	1	2.289	1.461
31	2	1.292	0.574
31	3	1.330	0.237
31	4	1.373	1.072
31	5	3.504	1.451
31	6	1.162	1.155
31	7	0.409	0.183
31	8	1.639	1.575
31	9	0.977	1.383
31	10	0.880	0.817
31	11	2.303	1.029
31	12	0.758	0.582
31	13	-0.517	1.118
31	14	1.027	0.948
31	15	1.343	2.522
31	16	0.495	0.666
31	17	0.774	1.255
31	18	1.146	2.380
31	19	1.926	1.233
31	20	1.835	0.598
32	1	0.275	0.876
32	2	2.780	1.489
32	3	-2.113	-0.640
32	4	0.399	1.308
32	5	0.550	1.079
32	6	1.009	1.123
32	7	1.369	0.750
32	8	0.811	1.170
32	9	2.184	1.259
32	10	1.711	0.985
32	11	1.299	0.519
32	12	-0.193	0.286
32	13	1.100	0.210
32	14	-1.236	0.333
32	15	1.473	0.945
32	16	1.608	0.467
32	17	0.854	0.833
32	18	0.680	0.356
32	19	1.173	0.949
32	20	-0.127	0.994
33	1	1.887	1.799
33	2	1.408	1.674
33	3	0.410	0.763
33	4	0.965	0.989
33	5	0.136	0.924
33	6	0.783	0.846
33	7	2.097	1.709
33	8	0.235	0.372
33	9	2.349	1.381
33	10	0.622	1.759
33	11	1.203	1.503
33	12	0.178	0.599
33	13	1.816	-0.020
33	14	-1.327	-1.700
33	15	-1.536	-1.919
33	16	1.621	1.830
33	17	1.621	1.758
33	18	-0.488	0.567
33	19	1.702	1.015
33	20	1.467	1.201
34	1	-1.695	-1.850
34	2	-0.247	-1.407
34	3	-1.555	-0.458
34	4	0.430	0.735
34	5	1.749	1.207
34	6	-0.736	-0.667
34	7	-0.663	-0.476
34	8	-0.815	-0.309
34	9	-1.349	-2.170
34	10	-0.783	-0.214
34	11	-1.244	-1.805
34	12	-0.934	-1.160
34	13	1.070	1.595
34	14	-1.869	-1.440
34	15	0.723	0.682
34	16	-1.331	-0.797
34	17	-0.701	-0.068
34	18	0.108	0.390
34	19	-0.748	-1.421
34	20	-1.117	-1.077
35	1	-1.156	1.580
35	2	2.501	0.475
35	3	1.308	1.919
35	4	0.632	1.019
35	5	0.759	-0.137
35	6	1.981	0.196
35	7	0.603	0.280
35	8	1.974	1.396
35	9	0.911	0.216
35	10	1.574	1.979
35	11	1.963	1.105
35	12	1.171	0.156
35	13	-1.109	0.107
35	14	1.608	0.742
35	15	1.680	1.614
35	16	-1.823	-1.957
35	17	0.372	0.993
35	18	1.127	1.173
35	19	-0.097	1.186
35	20	-0.837	-0.159
36	1	-2.063	-1.063
36	2	-2.816	-3.010
36	3	-0.034	0.076
36	4	1.619	0.815
36	5	-0.573	-0.563
36	6	-1.972	-1.294
36	7	-1.044	0.091
36	8	-2.025	-2.531
36	9	-0.960	-0.143
36	10	1.791	1.299
36	11	-1.495	-1.622
36	12	-0.625	-0.154
36	13	-1.157	-1.827
36	14	-0.264	0.184
36	15	-1.191	-0.686
36	16	-0.493	0.165
36	17	0.270	1.736
36	18	-1.005	-1.302
36	19	-1.032	-0.804
36	20	-1.136	-0.399
37	1	1.278	0.209
37	2	0.924	1.491
37	3	0.678	0.713
37	4	-0.854	0.315
37	5	1.350	1.820
37	6	-0.918	-0.665
37	7	1.364	0.983
37	8	2.120	1.773
37	9	-0.090	1.438
37	10	-0.221	1.302
37	11	1.194	0.565
37	12	2.271	0.601
37	13	1.003	1.173
37	14	1.015	1.307
37	15	1.569	0.630
37	16	0.293	1.237
37	17	1.215	1.312
37	18	-0.239	0.523
37	19	2.541	0.918
37	20	1.957	1.479
38	1	-1.528	-2.415
38	2	-0.658	-1.396
38	3	-1.170	-1.296
38	4	-1.529	-1.008
38	5	-0.622	0.159
38	6	-0.184	-0.552
38	7	1.287	1.015
38	8	-0.648	-0.544
38	9	-0.430	-0.491
38	10	-0.890	-0.826
38	11	-1.280	-1.255
38	12	-1.021	-0.451
38	13	0.058	0.777
38	14	-1.755	-1.789
38	15	-2.189	-2.485
38	16	0.215	0.820
38	17	-1.256	-1.002
38	18	-1.542	-0.778
38	19	-1.563	-0.823
38	20	0.560	0.907
39	1	-0.728	-0.427
39	2	-0.854	-2.310
39	3	-1.438	-0.973
39	4	-1.901	-2.122
39	5	-0.389	-0.516
39	6	-1.680	-1.135
39	7	-1.441	-0.932
39	8	-1.422	-0.674
39	9	0.862	0.554
39	10	-1.544	-0.293
39	11	-0.755	-1.438
39	12	-1.601	-1.193
39	13	-1.132	-1.228
39	14	-0.307	0.556
39	15	-1.379	-2.346
39	16	-0.246	-0.322
39	17	1.881	0.658
39	18	-0.797	0.373
39	19	0.499	1.758
39	20	-2.761	-1.969
40	1	1.233	0.750
40	2	1.790	0.867
40	3	0.140	0.386
40	4	-0.455	0.848
40	5	0.087	0.204
40	6	2.892	1.440
40	7	0.675	1.300
40	8	0.629	0.418
40	9	-0.536	-1.650
40	10	1.051	1.179
40	11	1.323	1.201
40	12	1.230	1.102
40	13	0.795	1.104
40	14	-1.284	-0.779
40	15	0.274	1.040
40	16	0.811	1.666
40	17	1.008	0.165
40	18	-1.735	-2.124
40	19	2.096	1.774
40	20	1.916	0.591
41	1	-1.910	-1.690
41	2	0.202	-1.016
41	3	-1.533	-1.946
41	4	-1.373	-1.949
41	5	-0.875	-1.036
41	6	-0.590	0.495
41	7	-0.718	-1.228
41	8	0.974	0.645
41	9	-0.984	-2.241
41	10	-0.765	-0.984
41	11	-2.067	-2.419
41	12	-0.870	-0.432
41	13	-1.781	-0.880
41	14	-0.162	-0.921
41	15	0.613	0.801
41	16	-1.413	-0.235
41	17	0.764	0.912
41	18	-0.835	-0.589
41	19	-1.778	-0.351
41	20	-1.172	-1.493
42	1	1.094	1.050
42	2	1.551	1.165
42	3	0.690	0.116
42	4	0.362	0.216
42	5	0.615	2.801
42	6	1.277	0.774
42	7	1.653	1.452
42	8	0.226	0.879
42	9	0.614	0.698
42	10	0.513	0.617
42	11	-1.182	-2.494
42	12	1.404	0.131
42	13	-0.965	-1.452
42	14	1.252	1.475
42	15	2.224	0.871
42	16	1.480	1.982
42	17	1.065	0.533
42	18	0.022	0.350
42	19	0.228	1.417
42	20	0.241	-0.711
43	1	1.942	1.558
43	2	0.475	0.030
43	3	0.975	0.739
43	4	0.296	1.167
43	5	2.330	0.836
43	6	1.124	1.745
43	7	0.721	0.364
43	8	1.668	1.050
43	9	1.433	1.491
43	10	0.837	1.277
43	11	0.599	0.208
43	12	0.380	0.043
43	13	0.971	1.013
43	14	-0.216	0.497
43	15	1.616	1.062
43	16	1.324	1.473
43	17	-1.280	-1.395
43	18	-0.115	1.095
43	19	1.363	0.111
43	20	0.558	1.380
44	1	-0.749	-1.522
44	2	-1.061	-1.162
44	3	0.953	1.051
44	4	0.558	0.852
44	5	-1.360	-0.957
44	6	-0.747	-0.668
44	7	-1.356	-0.680
44	8	-0.638	0.037
44	9	-0.322	-1.495
44	10	-1.201	-1.053
44	11	-1.582	-1.742
44	12	-0.165	-0.442
44	13	-0.525	-1.638
44	14	-0.262	-1.038
44	15	-0.784	-0.359
44	16	-0.258	-1.022
44	17	-0.961	0.196
44	18	3.293	1.852
44	19	-0.767	-0.298
44	20	-1.317	-1.127
45	1	0.635	0.751
45	2	1.738	1.334
45	3	1.585	0.813
45	4	1.249	0.842
45	5	0.399	-0.543
45	6	-1.389	-0.999
45	7	0.282	-0.171
45	8	1.925	0.965
45	9	0.439	0.994
45	10	1.601	0.288
45	11	2.182	1.264
45	12	-0.252	1.215
45	13	1.678	0.954
45	14	0.926	1.055
45	15	2.238	1.245
45	16	0.651	0.256
45	17	0.321	0.351
45	18	0.971	1.513
45	19	1.959	0.991
45	20	-1.315	-0.866
46	1	-1.534	-0.217
46	2	0.210	-0.317
46	3	-0.242	-1.212
46	4	-0.106	0.082
46	5	-1.306	-0.853
46	6	-0.865	-1.598
46	7	-0.567	0.204
46	8	-1.556	-0.597
46	9	-0.301	-0.132
46	10	-1.235	-1.504
46	11	-1.432	-0.355
46	12	-1.132	-0.250
46	13	0.496	1.581
46	14	-1.687	-0.707
46	15	0.380	-0.064
46	16	0.184	0.697
46	17	1.107	0.630
46	18	-2.474	-1.682
46	19	-0.591	-0.522
46	20	0.037	0.580
47	1	1.439	0.841
47	2	1.665	1.175
47	3	1.700	1.064
47	4	-1.764	-3.050
47	5	-1.322	0.206
47	6	0.953	0.835
47	7	-1.416	-1.990
47	8	0.635	1.251
47	9	-1.046	-2.126
47	10	1.968	0.815
47	11	-1.033	-1.129
47	12	1.676	1.902
47	13	0.545	1.384
47	14	0.059	1.020
47	15	2.251	1.960
47	16	1.250	1.167
47	17	0.877	0.305
47	18	0.295	0.153
47	19	2.480	1.292
47	20	0.644	1.163
48	1	0.839	0.973
48	2	-0.228	-0.993
48	3	-1.553	-1.077
48	4	0.198	0.817
48	5	-1.721	-2.312
48	6	-0.058	-0.525
48	7	-0.958	-0.936
48	8	-1.459	-2.109
48	9	-1.433	-2.247
48	10	-0.612	-1.666
48	11	-0.920	-1.239
48	12	-1.406	-1.601
48	13	-1.499	-1.942
48	14	-0.475	-0.312
48	15	1.657	0.740
48	16	-0.376	-1.333
48	17	0.346	0.993
48	18	-0.951	-1.032
48	19	-0.772	-1.798
48	20	-1.012	-1.324
49	1	2.080	0.463
49	2	1.374	1.335
49	3	-0.335	0.135
49	4	2.563	0.461
49	5	0.490	1.365
49	6	1.075	0.911
49	7	-0.039	1.759
49	8	1.041	0.831
49	9	0.631	0.969
49	10	2.209	1.250
49	11	1.385	0.087
49	12	-0.094	0.373
49	13	-1.891	-1.577
49	14	-2.520	-1.332
49	15	0.785	1.642
49	16	0.969	1.151
49	17	1.109	0.503
49	18	2.110	-0.010
49	19	-0.803	-1.465
49	20	-1.459	-0.778
50	1	-0.848	-0.060
50	2	-1.841	-0.479
50	3	-1.618	-0.005
50	4	2.465	1.516
50	5	0.062	1.159
50	6	-1.513	0.699
50	7	-1.784	-2.442
50	8	-0.351	-1.648
50	9	0.172	1.615
50	10	-1.466	-1.103
50	11	-0.790	-1.465
50	12	0.774	1.171
50	13	0.506	1.064
50	14	-0.163	0.938
50	15	-1.114	-0.610
50	16	1.990	1.367
50	17	-1.557	-1.412
50	18	-1.033	-0.726
50	19	-0.195	0.531
50	20	-2.534	-1.977
